Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name
2023 Volkswagen Taos 1.5T SE,Used,"2,119 mi.","$23,400",Est. $440/mo,Larry Roesch Volkswagen
2022 Lexus ES 350 F Sport,Used,"47,965 mi.","$35,995",Est. $677/mo,Blue Sky Auto Sales - Crestwood
2020 Jeep Renegade Sport,Used,"82,842 mi.","$15,295",Est. $287/mo,DriveTime of West Chicago
2018 Jeep Renegade Altitude,Used,"46,567 mi.","$20,095",Est. $378/mo,DriveTime of West Chicago
2023 Ford F-150 XLT,Used,"20,947 mi.","$41,875",Est. $787/mo,Packey Webb Ford
2020 Jeep Gladiator Overland,Used,"41,192 mi.","$30,994",Est. $583/mo,Muller Honda
2025 Chevrolet Equinox 1LT,New,,"$33,490",Est. $630/mo,Tasca Chevrolet Wheeling
2025 Hyundai Elantra SE,New,,"$23,233",Est. $437/mo,Webb Hyundai Highland
2025 Hyundai Elantra SEL Sport,New,,"$24,093",Est. $453/mo,Webb Hyundai Highland
2021 Ford Edge ST Line,Used,"42,071 mi.","$24,600",Est. $462/mo,Webb Ford
2016 Jeep Patriot Latitude,Used,"49,523 mi.","$13,298",Est. $250/mo,Import Exchange Inc.
2025 Chevrolet Equinox LT,New,,"$27,643",Est. $520/mo,Phillips Chevrolet
2025 Chevrolet Equinox LT,New,,"$27,339",Est. $514/mo,Phillips Chevrolet
2019 GMC Acadia SLE-2,Used,"51,728 mi.","$21,977",Est. $413/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2025 Lincoln Aviator Reserve AWD,New,,"$80,600","Est. $1,515/mo",Fair Oaks Lincoln
2020 Kia Soul LX,Used,"79,645 mi.","$11,500",Est. $216/mo,Shaver Preferred Motors
2015 Toyota Prius v Four,Used,"127,591 mi.","$12,000",Est. $226/mo,Tim
2008 Mitsubishi Lancer Evolution GSR,Used,"115,751 mi.","$15,995",Est. $301/mo,Blue Sky Auto Sales - Brighton Park
2015 Kia Optima LX,Used,"36,280 mi.","$15,998",Est. $301/mo,CarMax Oak Lawn
2024 Ford Expedition Max XLT,Used,"11,443 mi.","$60,998","Est. $1,147/mo",CarMax Warwick
2024 Toyota Prius LE,Used,"16,118 mi.","$29,998",Est. $564/mo,CarMax Winston-Salem
2014 Honda Crosstour EX-L,Used,"150,416 mi.","$7,999",Est. $150/mo,Premier Auto Works Inc
2025 BMW M240 i xDrive,New,,"$57,770","Est. $1,086/mo",McGrath BMW of Elmhurst
2015 Toyota Prius v Three,Used,"121,957 mi.","$12,499",Est. $235/mo,Bose Motors
2015 Mitsubishi Lancer Evolution MR,Used,"98,521 mi.","$24,950",Est. $469/mo,Revved Motors
2023 Aston Martin DBS Volante,Aston Martin Certified,702 mi.,"$289,353","Est. $5,439/mo",Napleton Aston Martin Maserati
2007 Dodge Nitro SXT,Used,"124,412 mi.","$4,750",Good Deal,Revved Motors
2008 Chrysler PT Cruiser Limited,Used,"76,763 mi.","$3,900",,Melinda
2024 Chevrolet Trailblazer ACTIV,New,,"$25,980",Est. $488/mo,Jerry Haggerty Chevrolet
2019 Mercedes-Benz GLS 550 Base 4MATIC,Used,"33,231 mi.","$42,995",Est. $808/mo,Greater Chicago Motors
2020 Ford Escape SE,Used,"69,112 mi.","$15,985",Est. $300/mo,Dick Wickstrom Chevrolet
2024 Honda Prologue Elite,New,,"$59,750","Est. $1,123/mo",Honda of Lisle
2024 Audi RS Q8 4.0T,New,,"$134,140","Est. $2,521/mo",The Audi Exchange
2000 Acura NSX Base,Used,"110,329 mi.","$94,800","Est. $1,782/mo",Diamond Motorworks
2021 Chrysler Voyager LX,Used,"78,369 mi.","$18,336",Est. $345/mo,Zeigler Chevrolet
2023 Hyundai Santa Fe Plug-In Hybrid Limited,Hyundai Certified,"22,104 mi.","$34,998",Est. $658/mo,Patrick Hyundai of Schaumburg
2024 Audi RS Q8 4.0T,New,,"$145,155","Est. $2,728/mo",Audi Naperville
2021 Toyota 4Runner TRD Off Road Premium,Used,"59,541 mi.","$40,997",Est. $771/mo,Advantage Acura of Naperville
2021 McLaren GT Base,,"13,821 mi.","$155,000","Est. $2,913/mo",Turyan
2024 Dodge Durango GT AWD,New,,"$45,015",Est. $846/mo,Midway Dodge
2025 Dodge Durango GT AWD,New,,"$45,590",Est. $857/mo,Midway Dodge
2019 RAM 2500 Tradesman,Used,"65,562 mi.","$34,998",Est. $658/mo,CarMax Capitol Expressway
2022 Chrysler 300 Touring,Chrysler Certified,"18,976 mi.","$27,994",Est. $526/mo,Marino Chrysler Jeep Dodge RAM
2025 Nissan Rogue SV,New,,"$37,065",Est. $697/mo,Al Piemonte Nissan
2017 Chevrolet Express 3500 LT,Used,"58,221 mi.","$31,550",Est. $593/mo,Sherman Dodge Chrysler Jeep RAM
2025 Dodge Durango GT Plus,New,,"$46,585",Est. $876/mo,Sherman Dodge Chrysler Jeep RAM
2020 RAM ProMaster 1500 Low Roof,Used,"117,751 mi.","$17,995",Est. $338/mo,Baha Auto Group Inc.
2024 Nissan Kicks SV,Used,"19,733 mi.","$21,998",Est. $413/mo,CarMax Rochester
2025 Jeep Grand Cherokee L Limited,New,,"$46,364",Est. $871/mo,Jack Phelan Chrysler Dodge Jeep RAM
2025 MINI Hardtop Cooper S,New,,"$36,225",Est. $681/mo,MINI of Glencoe North Shore
2025 MINI Countryman Cooper ALL4,New,,"$43,095",Est. $810/mo,MINI of Glencoe North Shore
2025 Nissan Rogue S,New,,"$31,274",Est. $588/mo,Glendale Nissan
2022 Dodge Durango R/T AWD,Used,"10,338 mi.","$39,999",Est. $752/mo,DuPage CDJR
2022 Toyota Corolla SE,Used,"63,902 mi.","$18,900",Est. $355/mo,Schaumburg Honda Automobiles
2025 Nissan Sentra SV,New,,"$20,032",Est. $377/mo,Arlington Nissan
2025 Acura Integra A-SPEC,New,,"$36,195",Est. $680/mo,Muller's Woodfield Acura
2020 Lamborghini Huracan EVO Coupe AWD,Used,"2,925 mi.","$319,800","Est. $6,011/mo",Chicago Motor Cars
2018 Subaru WRX STI Base,Used,"70,927 mi.","$25,495",Est. $479/mo,Conway Imports
2018 MINI Countryman Cooper ALL4,Used,"60,984 mi.","$17,995",Est. $338/mo,Conway Imports
2021 Audi Q5 45 Premium Plus,Used,"36,496 mi.","$28,989",Est. $545/mo,Alfa Romeo of Naperville
2024 Acura RDX Base,Used,"3,820 mi.","$43,980",Est. $827/mo,McGrath Acura of Downtown Chicago
2019 RAM ProMaster 3500 High Roof,Used,"28,694 mi.","$29,995",Est. $564/mo,High Quality Auto Group
2024 Ford Bronco Big Bend,New,,"$824,610","Est. $15,500/mo",Napleton Ford of Oak Lawn
2013 Toyota Prius c One,Used,"26,921 mi.","$16,998",Est. $319/mo,CarMax Virginia Beach
2019 Mercedes-Benz GLE 400,Used,"42,560 mi.","$29,998",Est. $564/mo,CarMax Garland
2024 Subaru Crosstrek Limited,New,,"$33,844",Est. $636/mo,The Autobarn Countryside Subaru
2016 Ford Taurus Limited,Used,"99,072 mi.","$10,495",Est. $197/mo,Nexton Motors LLC
2025 Chevrolet Equinox AWD ACTIV,New,,"$37,117",Est. $698/mo,Castle Chevrolet of Villa Park
2018 Ford Explorer XLT,Used,"101,582 mi.","$12,499",Est. $235/mo,Bose Motors
2013 Mercedes-Benz GLK-Class GLK 350 4MATIC,Used,"152,022 mi.","$7,945",Est. $149/mo,Top Gear Motors
2023 Dodge Charger GT,Used,"20,193 mi.","$27,800",Est. $523/mo,Napleton's River Oaks Chrysler Jeep Dodge RAM
2025 Chevrolet Equinox 1LT,New,,"$28,495",Est. $536/mo,Chevrolet of Homewood
2025 Chevrolet Equinox 1LT,New,,"$25,791",Est. $485/mo,Chevrolet of Homewood
2022 Audi RS e-tron GT quattro,Used,"7,868 mi.","$73,987","Est. $1,391/mo",The Audi Exchange
2022 Ford F-150 XLT,Used,"33,925 mi.","$35,997",Est. $677/mo,Schaumburg Ford
2018 Honda Civic EX,Used,"21,831 mi.","$19,995",Est. $376/mo,Woodfield Lexus
2019 RAM ProMaster 1500 Low Roof,Used,"78,598 mi.","$21,950",Est. $413/mo,Frankfort Auto Haus
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$71,716","Est. $1,348/mo",Mercedes-Benz of Hoffman Estates
2025 Mercedes-Benz GLB 250 4MATIC,Mercedes-Benz Certified,"4,985 mi.","$50,450",Est. $948/mo,Mercedes-Benz of Hoffman Estates
2025 Chevrolet Equinox LT,New,,"$30,555",Est. $574/mo,Phillips Chevrolet
2024 Ford Transit-250 Base,New,,"$52,490",Est. $987/mo,Haggerty Ford
2018 BMW X2 xDrive28i,Used,"80,473 mi.","$18,988",Est. $357/mo,Perillo BMW
2017 INFINITI Q50 Base,Used,"37,045 mi.","$19,220",Est. $361/mo,Berman Nissan of Chicago
2024 Mazda CX-50 2.5 Turbo Meridian Edition,Used,"6,173 mi.","$35,995",Est. $677/mo,The Autobarn Mazda of Evanston
2021 Toyota Supra 2.0,Used,"22,070 mi.","$40,998",Est. $771/mo,CarMax Dayton
2014 Honda Odyssey EX,Used,"133,010 mi.","$11,495",Est. $216/mo,Car's Unlimited
2023 Jeep Wagoneer L Series III 4x4,Jeep Certified,"19,000 mi.","$63,000","Est. $1,184/mo",Sherman Dodge Chrysler Jeep RAM
2024 Nissan Pathfinder Platinum 4WD,Used,"6,137 mi.","$39,980",Est. $751/mo,Driven Auto Sales
2024 Jeep Compass Sport,Used,974 mi.,"$25,430",Est. $478/mo,Berman Chrysler Dodge Jeep Ram
2021 Chevrolet Blazer 2LT,Used,"34,600 mi.","$23,777",Est. $447/mo,The Autobarn Countryside Subaru
2015 INFINITI Q70,Used,"66,405 mi.","$19,998",Est. $376/mo,CarMax Oak Lawn
2018 Acura MDX,Used,"60,075 mi.","$26,998",Est. $507/mo,CarMax East Haven
2025 Acura RDX A-Spec,New,,"$52,250",Est. $982/mo,McGrath Acura of Morton Grove
2023 Chevrolet Equinox AWD RS,Used,"34,070 mi.","$25,666",Est. $482/mo,Golf Mill Chevrolet
2025 Chevrolet Equinox 1LT,New,,"$27,495",Est. $517/mo,Golf Mill Chevrolet
2021 Buick Enclave AWD Avenir,Used,"84,624 mi.","$26,950",Est. $507/mo,Rizza Cadillac Buick GMC
2024 Ford Bronco Big Bend,New,,"$47,483",Est. $893/mo,Joe Rizza Ford Lincoln
2015 Audi A3 1.8T Premium,Used,"39,579 mi.","$15,855",Est. $298/mo,Autos of Chicago
2021 Ford Explorer Limited,Used,"24,721 mi.","$31,674",Est. $595/mo,Zeigler Chevrolet
2025 Genesis GV70 3.5T Sport,New,,"$67,140","Est. $1,262/mo",Genesis of Schaumburg
2024 Ford Bronco Raptor,New,,"$100,710","Est. $1,893/mo",Hawk Ford of Carol Stream
2022 Toyota Camry Hybrid XSE,Used,"83,986 mi.","$24,400",Est. $459/mo,Team Toyota
2019 BMW 330 i xDrive,Used,"61,923 mi.","$22,576",Est. $424/mo,BMW of Schererville
2024 Mercedes-Benz GLE 350 4MATIC,Mercedes-Benz Certified,"6,342 mi.","$73,944","Est. $1,390/mo",Mercedes-Benz of Chicago
2024 Dodge Durango SXT AWD,New,,"$46,105",Est. $867/mo,Midway Dodge
2021 Jeep Grand Cherokee Limited X,Used,"34,227 mi.","$29,990",Est. $564/mo,Zeigler Buick GMC of Lincolnwood
2018 Hyundai Sonata SE,Used,"43,110 mi.","$16,998",Est. $319/mo,CarMax Merrillville
2025 Subaru Crosstrek Premium,New,,"$31,103",Est. $585/mo,Mcgrath Evanston Subaru
2025 Ford Escape Platinum,New,,"$42,115",Est. $792/mo,Al Piemonte Ford
2021 Toyota Avalon XLE,Used,"57,281 mi.","$24,695",Est. $464/mo,Baha Auto Group Inc.
2021 Genesis G70 3.3T,Used,"30,179 mi.","$29,998",Est. $564/mo,CarMax Gulfport
2025 Acura RDX Technology Package,New,,"$48,650",Est. $914/mo,McGrath Acura of Morton Grove
2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,Used,"68,771 mi.","$15,995",Est. $301/mo,carneed
2025 Ford Bronco Outer Banks,New,,"$58,900","Est. $1,107/mo",Packey Webb Ford
2025 Hyundai Tucson SE,New,,"$29,667",Est. $558/mo,Family Hyundai
2025 Volvo XC40 Plus Bright Theme,New,,"$49,575",Est. $932/mo,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars"
2022 Mercedes-Benz GLB 250 4MATIC,Used,"44,410 mi.","$29,500",Est. $555/mo,INFINITI of Orland Park A Zeigler Auto Group Company
2025 Chevrolet Equinox FWD ACTIV,New,,"$33,638",Est. $632/mo,Sunrise Chevrolet of Glendale Heights
2017 Honda Civic LX,Used,"70,255 mi.","$15,200",Est. $286/mo,Schaumburg Honda Automobiles
2024 Ford Bronco Big Bend,New,,"$41,219",Est. $775/mo,Schaumburg Ford
2025 Genesis GV70 3.5T Sport,New,,"$61,160","Est. $1,150/mo",Genesis of Highland Park
2024 Ford Transit-250,New,,"$52,425",Est. $985/mo,Sutton Ford
2025 Chevrolet Equinox ACTIV,New,,"$32,729",Est. $615/mo,Phillips Chevrolet
2025 Nissan Altima SR,New,,"$34,190",Est. $643/mo,Gerald Nissan of Naperville
2021 Mercedes-Benz GLB 250 4MATIC,Used,"31,895 mi.","$29,989",Est. $564/mo,Alfa Romeo of Naperville
2021 Chevrolet Tahoe Police,Used,"43,011 mi.","$33,795",Est. $635/mo,Chicago Motors Inc.
2024 Dodge Durango GT AWD,New,,"$45,015",Est. $846/mo,Midway Dodge
2024 Volkswagen Tiguan 2.0T SE 4MOTION,New,,"$31,835",Est. $598/mo,City Volkswagen Of Evanston
2020 BMW 330 I,Used,"9,898 mi.","$29,998",Est. $564/mo,CarMax Shreveport
2023 Ford Bronco Badlands,New,,"$65,270","Est. $1,227/mo",Al Piemonte Ford
2016 Buick Encore,Used,"69,628 mi.","$15,998",Est. $301/mo,CarMax Pharr
2024 Ford Escape Active,New,,"$30,426",Est. $572/mo,Golf Mill Ford
2022 Toyota Prius XLE,Used,"50,080 mi.","$26,998",Est. $507/mo,CarMax Oak Lawn
2025 Volkswagen Jetta GLI 2.0T Autobahn,New,,"$34,237",Est. $644/mo,Jennings Chevy / VW
2022 Audi Q5 45 S line Premium,Used,"40,436 mi.","$28,750",Est. $540/mo,Audi Morton Grove
2025 MINI Countryman Cooper ALL4,New,,"$39,845",Est. $749/mo,MINI of Glencoe North Shore
2025 MINI Countryman Cooper ALL4,New,,"$41,445",Est. $779/mo,MINI of Glencoe North Shore
2021 Ford F-150 Lariat,Used,"64,779 mi.","$40,990",Est. $770/mo,Joe Rizza Ford Lincoln
2024 Mercedes-Benz Sprinter 4500 Standard Roof 4-Cyl Diesel HO,New,,"$71,881","Est. $1,351/mo",Mercedes-Benz of Orland Park
2025 Chevrolet Equinox 1LT,New,,"$33,175",Est. $624/mo,Bill Kay Chevrolet
2022 BMW X5 xDrive40i,Used,"44,790 mi.","$42,500",Est. $799/mo,BMW of Orland Park
2018 Mercedes-Benz AMG G 63 Base,Used,"71,835 mi.","$69,995","Est. $1,316/mo",Exclusive Auto Haus
2010 Mercedes-Benz GLK-Class GLK 350 4MATIC,Used,"81,400 mi.","$9,700",Est. $182/mo,Prestige Motors
2015 Chevrolet Silverado 1500 LTZ,Used,"151,178 mi.","$18,995",Est. $357/mo,Napleton's Schaumburg Buick GMC
2024 Ford Bronco Badlands,New,,"$64,844","Est. $1,219/mo",Arlington Heights Ford
2025 Subaru Crosstrek Premium,New,,"$31,603",Est. $594/mo,Napleton's Schaumburg Subaru
2025 Nissan Sentra S,New,,"$23,335",Est. $439/mo,Gerald Nissan of Naperville
2025 INFINITI QX60 Luxe,New,,"$58,577","Est. $1,101/mo",Berman Nissan of Chicago
2025 Kia Sportage Hybrid LX,New,,"$31,940",Est. $600/mo,Berwyn Kia
2025 Subaru Crosstrek Sport,New,,"$33,328",Est. $626/mo,Mcgrath Evanston Subaru
2023 Mercedes-Benz AMG EQS,Used,"2,961 mi.","$78,998","Est. $1,485/mo",CarMax LAX
2024 Dodge Durango SRT 392 Premium AWD,New,,"$74,483","Est. $1,400/mo",Berman Chrysler Dodge Jeep Ram
2019 Volkswagen Atlas SE,Used,"32,764 mi.","$26,998",Est. $507/mo,CarMax Myrtle Beach
2024 Cadillac XT4 Premium Luxury,Cadillac Certified,"10,474 mi.","$44,790",Est. $842/mo,Napleton Cadillac of Oak Lawn
2024 Subaru Outback Wilderness,Subaru Certified,"10,214 mi.","$35,282",Est. $663/mo,The Autobarn Countryside Subaru
2024 Ford Transit-250 148 WB Medium Roof Cargo,New,,"$54,470","Est. $1,024/mo",Golf Mill Ford
2024 Ford Transit-250 148 WB Medium Roof Cargo,New,,"$53,835","Est. $1,012/mo",Golf Mill Ford
2024 Toyota RAV4 Hybrid XLE Premium,Used,"18,532 mi.","$37,881",Est. $712/mo,Old Orchard Nissan
2025 Acura RDX Technology Package,New,,"$49,250",Est. $926/mo,McGrath Acura of Morton Grove
2021 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,Used,"20,490 mi.","$33,291",Est. $626/mo,Motorcars Express
2025 Chevrolet Equinox 1LT,New,,"$30,160",Est. $567/mo,Castle Chevrolet North
2020 Subaru Outback Limited,Used,"97,547 mi.","$20,400",Est. $383/mo,Joe Rizza Acura
2024 Land Rover Defender 110 P400 X-Dynamic SE,New,,"$93,123","Est. $1,750/mo","International Autos Jaguar, Land Rover, Subaru, Volvo Cars"
2025 Chevrolet Equinox 1LT,New,,"$32,440",Est. $610/mo,Tasca Chevrolet Wheeling
2017 GMC Yukon SLT,Used,"80,130 mi.","$34,998",Est. $658/mo,CarMax Tinley Park
2021 Chevrolet Trax LT,Used,"48,988 mi.","$19,985",Est. $376/mo,CollegeCarsChicago.com
2025 Chevrolet Equinox LT,New,,"$28,672",Est. $539/mo,Phillips Chevrolet
2018 Volkswagen Tiguan 2.0T S 4MOTION,Certified,"88,556 mi.","$13,732",Est. $258/mo,Currie Motors Ford of Frankfort
2025 Buick Encore GX Sport Touring,New,,"$25,000",Est. $470/mo,Woody Buick GMC Naperville
2024 Ford Bronco Big Bend,New,,"$48,432",Est. $910/mo,Murgado Ford of Chicago
2025 INFINITI QX60 Luxe,New,,"$60,498","Est. $1,137/mo",Berman Nissan of Chicago
2020 Jeep Renegade Latitude,Used,"41,629 mi.","$16,749",Est. $315/mo,Midway Dodge
2014 Volkswagen Jetta S,Used,"82,038 mi.","$11,998",Est. $226/mo,CarMax Clermont
2025 Chevrolet Equinox 1LT,New,,"$31,785",Est. $597/mo,Mike Anderson Chevrolet of Chicago
2016 Chevrolet Tahoe Special Service,Used,"98,502 mi.","$17,995",Est. $338/mo,Asia Motors Inc.
2019 Chevrolet Cruze LS,Used,"50,843 mi.","$14,998",Est. $282/mo,CarMax Gainesville
2025 Jeep Grand Cherokee Altitude,New,,"$42,080",Est. $791/mo,Jack Phelan Chrysler Dodge Jeep RAM
2024 Ford Bronco Big Bend,New,,"$48,213",Est. $906/mo,Golf Mill Ford
2024 Ford Bronco Outer Banks,New,,"$1,002,270","Est. $18,839/mo",Napleton Ford of Oak Lawn
2024 Ford Bronco Wildtrak,New,,"$61,304","Est. $1,152/mo",Napleton Ford of Oak Lawn
2025 Acura RDX Technology Package,New,,"$49,250",Est. $926/mo,McGrath Acura of Morton Grove
2025 Acura RDX Technology Package,New,,"$49,250",Est. $926/mo,McGrath Acura of Morton Grove
2025 Chevrolet Equinox 1LT,New,,"$28,298",Est. $532/mo,Castle Chevrolet of Villa Park
2025 MINI Hardtop Cooper S,New,,"$38,380",Est. $721/mo,MINI of Glencoe North Shore
2025 Nissan Rogue SV,New,,"$33,140",Est. $623/mo,Bill Kay Downers Grove Nissan
2025 Nissan Sentra S,New,,"$19,113",Est. $359/mo,Arlington Nissan
2022 GMC Terrain Denali,GMC Certified,"29,164 mi.","$29,975",Est. $563/mo,Arlington Heights Buick GMC
2024 Ford Bronco Raptor,New,,"$86,676","Est. $1,629/mo",Hawk Ford of Carol Stream
1999 Mercedes-Benz CLK-Class 320 Cabriolet,Used,"112,626 mi.","$6,950",Est. $131/mo,The Reserve Collection
1991 Acura NSX Base,Used,"42,519 mi.","$84,900","Est. $1,596/mo",Gold Coast Motors
2013 Audi Q5 2.0T Premium Plus,Used,"72,928 mi.","$11,985",Est. $225/mo,Luxury Auto Selection
2021 Buick Encore GX Essence,Buick Certified,"30,421 mi.","$20,995",Est. $395/mo,Ray Buick
2024 Ford Transit-250 Base,New,,"$53,725","Est. $1,010/mo",Westfield Ford
2018 Lincoln Navigator Reserve,Used,"37,702 mi.","$49,998",Est. $940/mo,CarMax San Antonio
2019 Cadillac XT5 Luxury,Used,"68,183 mi.","$23,998",Est. $451/mo,CarMax Cy-Fair
2024 Ford Explorer XLT,Used,"38,802 mi.","$31,795",Est. $598/mo,Countryside Mitsubishi
2010 Lexus RX 350 Base,Used,"137,505 mi.","$9,995",Est. $188/mo,Access Automotive
2018 Ford Transit-350 XLT,Used,"87,829 mi.","$27,359",Est. $514/mo,Titan Auto Sales
2024 Ford Bronco Big Bend,New,,"$44,199",Est. $831/mo,Bredemann Ford
2025 Mercedes-Benz GLE 350 4MATIC,Mercedes-Benz Certified,"2,426 mi.","$69,977","Est. $1,315/mo",Mercedes-Benz of Westmont
2024 Volkswagen Atlas 2.0T Peak Edition SEL,Used,"4,961 mi.","$45,829",Est. $861/mo,Haggerty Buick GMC Inc
2025 Kia Carnival Hybrid EX,New,,"$44,360",Est. $834/mo,Ed Napleton Acura Kia
2021 BMW M760 M760i,Used,"41,152 mi.","$61,800","Est. $1,162/mo",Ultimo Motors North Shore
2022 Toyota Camry SE,Used,"30,947 mi.","$24,995",Est. $470/mo,Lombard Toyota
2025 Nissan Rogue Rock Creek,New,,"$34,499",Est. $648/mo,Bill Kay Downers Grove Nissan
2024 Land Rover Defender 90 P300 S,New,,"$67,048","Est. $1,260/mo","International Autos Jaguar, Land Rover, Subaru, Volvo Cars"
2022 Mitsubishi Outlander SEL 2.5 S-AWC,Used,"50,042 mi.","$24,620",Est. $463/mo,Bill Kay Chevrolet
2025 Hyundai Elantra SEL Sport,New,,"$23,750",Est. $446/mo,Webb Hyundai Highland
2022 Ford Escape SE,Used,"20,618 mi.","$21,400",Est. $402/mo,Webb Ford
2025 Chevrolet Equinox 1LT,New,,"$29,035",Est. $546/mo,Garber Chevrolet Highland
2022 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription,Used,"31,580 mi.","$38,998",Est. $733/mo,CarMax Birmingham
2016 Hyundai Elantra SE,Used,"94,371 mi.","$11,998",Est. $226/mo,CarMax Henderson
2023 Mercedes-Benz GLE 350 4MATIC,Used,"9,000 mi.","$65,000","Est. $1,222/mo",MOTOR DEALS USA
2025 Audi Q5 45 S line Premium Plus,New,,"$59,250","Est. $1,114/mo",Audi Westmont
2025 Audi Q5 55 S line Premium,New,,"$62,475","Est. $1,174/mo",Audi Westmont
2004 Cadillac Seville Base,Used,"131,984 mi.","$3,950",,Revved Motors
2019 Tesla Model S 100D,Used,"45,989 mi.","$31,985",Est. $601/mo,Alpha Luxury Motors
2025 Chevrolet Equinox RS,New,,"$36,286",Est. $682/mo,Phillips Chevrolet of Lansing
2023 Ford Bronco Sport Big Bend,Used,"7,840 mi.","$26,999",Est. $507/mo,Bill Kay Chevrolet
2025 Chevrolet Equinox AWD ACTIV,New,,"$35,263",Est. $663/mo,Tasca Chevrolet Wheeling
2008 Chevrolet Silverado 1500 Work Truck,Used,"45,823 mi.","$13,950",Est. $262/mo,"Motorsource, Inc"
2024 Ford Transit-150 Base,New,,"$50,850",Est. $956/mo,Highland Park Ford Lincoln
2023 Ford Explorer Limited,Used,"36,508 mi.","$34,500",Est. $648/mo,Schaumburg Ford
2024 Ford Bronco Big Bend,New,,"$47,525",Est. $893/mo,Schaumburg Ford
2025 Nissan Sentra SR,New,,"$21,733",Est. $409/mo,Arlington Nissan
2025 Mercedes-Benz Sprinter 2500 Standard Roof,New,,"$61,838","Est. $1,162/mo",Mercedes-Benz of Hoffman Estates
2025 Nissan Altima SR,New,,"$30,471",Est. $573/mo,Woodfield Nissan
2014 BMW X5 xDrive35i,Used,"111,515 mi.","$13,495",Est. $254/mo,Conway Imports
2024 BMW X7 xDrive40i,Used,"11,013 mi.","$91,310","Est. $1,716/mo",Knauz Auto Park
2024 Ford Bronco Black Diamond,New,,"$45,745",Est. $860/mo,Murgado Ford of Chicago
2015 Subaru Forester 2.0XT Premium,Used,"31,719 mi.","$18,985",Est. $357/mo,Luxury Auto Selection
2025 Honda Civic Si Base,New,,"$30,500",Est. $573/mo,Honda City Chicago
2022 Hyundai IONIQ 5 SE,Used,"52,022 mi.","$26,998",Est. $507/mo,CarMax Spokane
2017 Ford F-150 XL,Used,"105,795 mi.","$19,795",Est. $372/mo,Asia Motors Inc.
2023 Subaru Crosstrek Limited,Used,"21,579 mi.","$27,998",Est. $526/mo,CarMax Myrtle Beach
2018 Volkswagen Golf TSI S,Used,"78,081 mi.","$24,985",Est. $470/mo,Pro Cars USA Inc
2024 Ford Bronco Black Diamond,New,,"$44,999",Est. $846/mo,Bredemann Ford
2019 Dodge Grand Caravan SXT,Used,"95,422 mi.","$11,950",Est. $225/mo,Revved Motors
2024 Genesis GV70 3.5T Sport,New,,"$63,564","Est. $1,195/mo",Genesis of Downers Grove
2024 Chevrolet Equinox 1LT,New,,"$25,873",Est. $486/mo,Castle Chevrolet North
2025 Chevrolet Equinox AWD ACTIV,New,,"$40,050",Est. $753/mo,Tasca Chevrolet Wheeling
2024 Ford Transit-150 Base,New,,"$49,125",Est. $923/mo,Highland Park Ford Lincoln
2024 Buick Encore GX Preferred,Buick Certified,"1,569 mi.","$26,875",Est. $505/mo,Arlington Heights Buick GMC
2013 Audi Q5 2.0T Premium,Used,"88,418 mi.","$10,250",Est. $193/mo,Auto Select
2012 Chevrolet Impala LT,Used,"60,200 mi.","$6,995",Est. $131/mo,Auto Select
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$70,501","Est. $1,325/mo",Mercedes-Benz of Hoffman Estates
2025 Chevrolet Equinox 1LT,New,,"$28,971",Est. $545/mo,Advantage Chevrolet of Bolingbrook
2025 Hyundai IONIQ 6 SE,New,,"$48,822",Est. $918/mo,Hyundai of Palatine
2023 Buick Encore GX Select,Buick Certified,"9,810 mi.","$21,500",Est. $404/mo,Woody Buick GMC Naperville
2025 Buick Encore GX Sport Touring,New,,"$25,000",Est. $470/mo,Woody Buick GMC Naperville
2025 Lincoln Aviator Reserve AWD,New,,"$79,025","Est. $1,485/mo",Fair Oaks Lincoln
2017 Lincoln Continental Premiere,Used,"106,704 mi.","$13,995",Est. $263/mo,Blue Sky Automotive - Chicago
2013 INFINITI QX56 Base,Used,"143,176 mi.","$9,449",Est. $178/mo,Berman Nissan of Chicago
2017 Lincoln Continental Reserve,Used,"12,492 mi.","$29,595",Est. $556/mo,Currie Motors Chevrolet
2021 Toyota Highlander Hybrid XLE,Used,"38,692 mi.","$36,998",Est. $695/mo,CarMax Bakersfield
2015 Kia Soul,Used,"51,729 mi.","$13,998",Est. $263/mo,CarMax Oak Lawn
